coach_id;coach_url;short_name;long_name;dob;nationality_name
186071;/coach/186071/paulo-cesar-pezzolano-suarez/;P. Pezzolano Suárez;Paulo César Pezzolano Suárez;25.04.1983;Uruguay
186298;/coach/186298/carlos-gonzalez-pena/;C. González Pe?a;Carlos González Pe?a;28.07.1983;Spain
187382;/coach/187382/ruben-torrecilla-gonzalez/;R. Gonzalez;Ruben Torrecilla Gonzalez;24.05.1979;Spain
187936;/coach/187936/sergio-francisco-ramos/;S. Francisco Ramos;Sergio Francisco Ramos;19.03.1979;Spain
188253;/coach/188253/aritz-mujika-lopez/;A. Mújika López;Aritz Mújika López;13.11.1981;Spain
189541;/coach/189541/henrik-rydstrom/;H. Rydström;Henrik Rydström;16.02.1976;Sweden
189568;/coach/189568/christoffer-andersson/;C. Andersson;Christoffer Andersson;22.10.1978;Sweden
189622;/coach/189622/christian-jardler/;C. Järdler;Christian Järdler;03.06.1982;Sweden
189742;/coach/189742/dan-kristian-haynes/;D. Haynes;Dan Kristian Haynes;20.12.1980;Sweden
191444;/coach/191444/tobias-solberg/;T. Solberg;Tobias Solberg;17.05.1981;Sweden
191678;/coach/191678/joakim-persson/;J. Persson;Joakim Persson;03.04.1975;Sweden
191894;/coach/191894/andreas-holmberg/;A. Holmberg;Andreas Holmberg;17.08.1984;Sweden
194144;/coach/194144/amir-azrafshan/;A. Azrafshan;Amir Azrafshan;;Sweden
197165;/coach/197165/marc-schneider/;M. Schneider;Marc Schneider;23.07.1980;Switzerland
197318;/coach/197318/alessandro-mangiarratti/;A. Mangiarratti;Alessandro Mangiarratti;15.09.1978;Switzerland
197728;/coach/197728/marko-ante-rudan/;M. Rudan;Marko Ante Rudan;27.08.1975;Australia
198279;/coach/198279/anthony-braizat/;A. Braizat;Anthony Braizat;16.08.1977;France
198296;/coach/198296/thomas-stamm/;T. Stamm;Thomas Stamm;19.02.1983;Switzerland
198883;/coach/198883/mattia-croci-torti/;M. Croci-Torti;Mattia Croci-Torti;10.04.1982;Switzerland
199825;/coach/199825/omer-erdogan/;Ö. Erdogan;Ömer Erdogan;03.05.1977;Turkey
199962;/coach/199962/senol-can/;ª. Can;ªenol Can;03.04.1983;Turkey
199988;/coach/199988/okan-buruk/;O. Buruk;Okan Buruk;19.10.1973;Turkey
200010;/coach/200010/servet-cetin/;S. Çetin;Servet Çetin;17.03.1981;Turkey
200087;/coach/200087/rigobert-song-bahanag/;R. Song Bahanag;Rigobert Song Bahanag;01.07.1976;Cameroon
200291;/coach/200291/volkan-demirel/;V. Demirel;Volkan Demirel;27.10.1981;Turkey
201088;/coach/201088/fatih-tekke/;F. Tekke;Fatih Tekke;09.09.1977;Turkey
202007;/coach/202007/muzaffer-bilazer/;M. Bilazer;Muzaffer Bilazer;20.06.1977;Turkey
204364;/coach/204364/ruslan-rotan/;R. Rotan;Ruslan Rotan;29.10.1981;Ukraine
204726;/coach/204726/mariusz-lewandowski/;M. Lewandowski;Mariusz Lewandowski;18.05.1979;Poland
211194;/coach/211194/lucas-andres-nardi/;L. Nardi;Lucas Andres Nardi;09.07.1980;Argentina
211391;/coach/211391/guillermo-martin-farre/;G. Farré;Guillermo Martín Farré;16.03.1981;Argentina
211449;/coach/211449/walter-gaston-coyette/;W. Coyette;Walter Gastón Coyette;28.01.1976;Argentina
212007;/coach/212007/juan-pablo-vojvoda/;J. Vojvoda;Juan Pablo Vojvoda;13.05.1975;Argentina
212082;/coach/212082/pablo-daniel-de-muner/;P. de Muner;Pablo Daniel de Muner;14.04.1981;Argentina
212163;/coach/212163/lucas-alfredo-bovaglio/;L. Bovaglio;Lucas Alfredo Bovaglio;19.04.1979;Argentina
212494;/coach/212494/raul-adolfo-antuna/;R. Antu?a;Raúl Adolfo Antu?a;31.08.1973;Argentina
212873;/coach/212873/cristian-alberto-gonzalez-peret/;C. González Peret;Cristian Alberto González Peret;04.08.1974;Argentina
212901;/coach/212901/jorge-rodrigo-bava/;J. Bava;Jorge Rodrigo Bava;02.08.1981;Uruguay
213970;/coach/213970/eduardo-rodrigo-dominguez/;E. Domínguez;Eduardo Rodrigo Domínguez;01.09.1978;Argentina
215856;/coach/215856/rogerio-mucke-ceni/;R. Mücke Ceni;Rogério Mücke Ceni;22.01.1973;Brazil
216631;/coach/216631/pablo-daniel-escobar-olivetti/;P. Escobar Olivetti;Pablo Daniel Escobar Olivetti;12.07.1978;Bolivia
216863;/coach/216863/marcio-miranda-freitas-rocha-da-silva/;M. Freitas Rocha da Silva;Marcio Miranda Freitas Rocha da Silva;20.03.1981;Brazil
216896;/coach/216896/pablo-horacio-guinazu/;P. Gui?azú;Pablo Horacio Gui?azú;26.08.1978;Argentina
217747;/coach/217747/julio-cesar-caceres-lopez/;J. Cáceres López;Júlio César Cáceres López;05.10.1979;Paraguay
219788;/coach/219788/gustavo-javier-canales-bustos/;G. Canales Bustos;Gustavo Javier Canales Bustos;30.03.1982;Chile
227933;/coach/227933/mario-jorge-maciel-pereira-nascimento/;M. Pereira Nascimento;Mario Jorge Maciel Pereira Nascimento;11.11.1979;Brazil
232657;/coach/232657/sebastian-miguel-miranda-cordova/;S. Miranda Córdova;Sebastián Miguel Miranda Córdova;26.06.1980;Chile
232710;/coach/232710/esteban-nestor-conde-quintana/;E. Conde Quintana;Esteban Néstor Conde Quintana;04.03.1983;Uruguay
232735;/coach/232735/francisco-esteban-arrue-pardo/;F. Arrué Pardo;Francisco Esteban Arrué Pardo;07.08.1977;Chile
232813;/coach/232813/ezequiel-luis-medran/;E. Medrán;Ezequiel Luis Medrán;28.12.1980;Argentina
233202;/coach/233202/nicolas-arnaldo-nunez-rojas/;N. Nú?ez Rojas;Nicolás Arnaldo Nú?ez Rojas;12.09.1984;Chile
233380;/coach/233380/hector-hernan-caputto-gomez/;H. Caputto Gómez;Héctor Hernán Caputto Gómez;06.10.1974;Chile
235363;/coach/235363/johan-javier-fano-espinoza/;J. Fano Espinoza;Johan Javier Fano Espinoza;09.08.1978;Peru
235436;/coach/235436/david-fernando-montoya/;D. Montoya;David Fernando Montoya;14.02.1978;Colombia
236047;/coach/236047/mario-humberto-garcia-caboara/;M. García Caboara;Mario Humberto García Caboara;14.09.1980;Mexico
238517;/coach/238517/oscar-mario-morera-gomez/;Ó. Morera Gómez;Óscar Mario Morera Gómez;15.06.1984;Colombia
251867;/coach/251867/jaime-arturo-lozano-espin/;J. Lozano Espin;Jaime Arturo Lozano Espin;29.09.1978;Mexico
251872;/coach/251872/eduardo-german-coudet/;E. Coudet;Eduardo Germán Coudet;12.09.1974;Argentina
251906;/coach/251906/gabriel-ernesto-pereyra-vazquez/;G. Pereyra Vázquez;Gabriel Ernesto Pereyra Vázquez;28.02.1978;Argentina
252276;/coach/252276/juan-francisco-palencia-hernandez/;J. Palencia Hernández;Juan Francisco Palencia Hernández;28.04.1973;Mexico
252450;/coach/252450/javier-marcelo-gandolfi/;J. Gandolfi;Javier Marcelo Gandolfi;05.12.1980;Argentina
252486;/coach/252486/rolando-hernan-cristante-mandarino/;R. Cristante Mandarino;Rolando Hernán Cristante Mandarino;16.09.1969;Argentina
252491;/coach/252491/federico-vilar-baudena/;F. Vilar Baudena;Federico Vilar Baudena;30.05.1977;Argentina
252596;/coach/252596/gonzalo-pineda-reyes/;G. Pineda Reyes;Gonzalo Pineda Reyes;19.10.1982;Mexico
252780;/coach/252780/mauro-nestor-gerk-larrea/;M. Gerk Larrea;Mauro Nestor Gerk Larrea;05.09.1977;Argentina
254517;/coach/254517/jose-ignacio-pallas-martinez/;J. Pallas Martínez;José Ignacio Pallas Martínez;05.01.1983;Uruguay
257375;/coach/257375/troadio-daniel-duarte/;T. Duarte;Troadio Daniel Duarte;04.03.1977;Paraguay
257693;/coach/257693/hernan-rodrigo-lopez-mora/;H. López Mora;Hernán Rodrigo López Mora;21.01.1978;Uruguay
258416;/coach/258416/guillermo-sandro-salas-suarez/;G. Salas Suarez;Guillermo Sandro Salas Suarez;21.10.1974;Peru
258715;/coach/258715/juan-carlos-alayo/;J. Alayo;Juan Carlos Alayo;18.11.1985;Peru
260206;/coach/260206/alexander-jesus-medina-reobasco/;A. Medina Reobasco;Alexander Jesús Medina Reobasco;08.08.1978;Uruguay
261388;/coach/261388/ezra-hendrickson/;E. Hendrickson;Ezra Hendrickson;16.01.1972;Saint Vincent and the Grenadines
261421;/coach/261421/pat-noonan/;P. Noonan;Pat Noonan;08.02.1980;United States
261512;/coach/261512/josh-wolff/;J. Wolff;Josh Wolff;25.02.1977;United States
282308;/coach/282308/jose-maria-morr/;J. Morr;José María Morr;12.04.1981;Venezuela
282927;/coach/282927/leonel-gerardo-vielma-pena/;L. Vielma Pe?a;Leonel Gerardo Vielma Pe?a;30.08.1978;Venezuela
286861;/coach/286861/arthur-zwane/;A. Zwane;Arthur Zwane;20.09.1973;South Africa
308200;/coach/308200/satoshi-yamaguchi/;S. Yamaguchi;Satoshi Yamaguchi;17.04.1978;Japan
308330;/coach/308330/daiki-iwamasa/;D. Iwamasa;Daiki Iwamasa;30.01.1982;Japan
308790;/coach/308790/takayuki-yoshida/;T. Yoshida;Takayuki Yoshida;14.03.1977;Japan
311397;/coach/311397/junzhe-zhao/;J. Zhao;Junzhe Zhao;18.04.1979;China PR
311623;/coach/311623/jinyu-li/;J. Li;Jinyu Li;07.06.1977;China PR
311753;/coach/311753/tao-chen/;T. Chen;Tao Chen;11.03.1985;China PR
317694;/coach/317694/ufuk-talay/;U. Talay;Ufuk Talay;26.03.1976;Australia
319508;/coach/319508/gi-dong-kim/;G. Kim;Gi-Dong Kim;12.01.1972;Korea Republic
319683;/coach/319683/won-kwon-choi/;W. Choi;Won-Kwon Choi;08.11.1981;Korea Republic
319820;/coach/319820/sang-sik-kim/;S. Kim;Sang-Sik Kim;17.12.1976;Korea Republic
323355;/coach/323355/danny-hay/;D. Hay;Danny Hay;15.05.1975;New Zealand
328728;/coach/328728/kevin-muscat/;K. Muscat;Kevin Muscat;07.08.1973;Australia
335781;/coach/335781/sergiy-rebrov/;S. Rebrov;Sergiy Rebrov;03.06.1974;Ukraine
344426;/coach/344426/markus-anfang/;M. Anfang;Markus Anfang;12.06.1974;Germany
347590;/coach/347590/stephan-helm/;S. Helm;Stephan Helm;10.04.1983;Austria
351097;/coach/351097/thomas-schnoll/;T. Schnöll;Thomas Schnöll;23.09.1991;Austria
361268;/coach/361268/pierre-aristouy/;P. Aristouy;Pierre Aristouy;30.12.1979;France
364995;/coach/364995/davide-nicola/;D. Nicola;Davide Nicola;05.03.1973;Italy
367568;/coach/367568/alessio-dionisi/;A. Dionisi;Alessio Dionisi;01.04.1980;Italy
368745;/coach/368745/jorgen-isnes/;J. Isnes;J?rgen Isnes;30.08.1979;Norway
374099;/coach/374099/artur-sadirov/;A. Sadirov;Artur Sadirov;22.03.1985;Russia
387349;/coach/387349/kenan-askan/;K. Askan;Kenan Askan;01.06.1981;Turkey
407742;/coach/407742/hugo-benjamin-ibarra/;H. Ibarra;Hugo Benjamin Ibarra;04.01.1974;Argentina
407770;/coach/407770/raphael-wicky/;R. Wicky;Raphaël Wicky;26.04.1977;Switzerland
407845;/coach/407845/igor-tudor/;I. Tudor;Igor Tudor;16.04.1978;Croatia
412537;/coach/412537/facundo-sava/;F. Sava;Facundo Sava;07.03.1974;Argentina
417286;/coach/417286/alexander-ende/;A. Ende;Alexander Ende;19.09.1979;Germany
417317;/coach/417317/edin-terzic/;E. Terzic;Edin Terzic;30.10.1982;Croatia
419564;/coach/419564/humberto-viviani-ribera/;H. Viviani Ribera;Humberto Viviani Ribera;12.10.1980;Bolivia
429896;/coach/429896/ariel-enrique-holan/;A. Holan;Ariel Enrique Holan;14.09.1960;Argentina
429917;/coach/429917/oscar-alexander-pareja-gomez/;Ó. Pareja Gómez;Óscar Alexander Pareja Gómez;10.08.1968;Colombia
429924;/coach/429924/caleb-porter/;C. Porter;Caleb Porter;18.02.1975;United States
429937;/coach/429937/brian-schmetzer/;B. Schmetzer;Brian Schmetzer;18.08.1962;United States
429940;/coach/429940/adrian-heath/;A. Heath;Adrian Heath;11.01.1961;England
438064;/coach/438064/lucas-pusineri/;L. Pusineri;Lucas Pusineri;17.07.1976;Argentina
452677;/coach/452677/magnus-haglund/;M. Haglund;Magnus Haglund;15.04.1973;Sweden
452683;/coach/452683/graham-potter/;G. Potter;Graham Potter;20.05.1975;England
452689;/coach/452689/mikael-stahre/;M. Stahre;Mikael Stahre;05.07.1975;Sweden
452732;/coach/452732/kjetil-knutsen/;K. Knutsen;Kjetil Knutsen;02.10.1968;Norway
452761;/coach/452761/osman-ozkoylu/;O. Özköylü;Osman Özköylü;26.08.1971;Turkey
452767;/coach/452767/klaus-schmidt/;K. Schmidt;Klaus Schmidt;21.10.1967;Austria
452818;/coach/452818/myung-bo-hong/;M. Hong;Myung-Bo Hong;12.02.1969;Korea Republic
452862;/coach/452862/thomas-silberberger/;T. Silberberger;Thomas Silberberger;03.06.1973;Austria
452906;/coach/452906/jaime-de-la-pava-marquez/;J. de la Pava Márquez;Jaime de la Pava Márquez;14.04.1967;Colombia
452916;/coach/452916/luiz-elena-felipe-scolari/;L. Scolari;Luiz Elena Felipe Scolari;09.11.1948;Brazil
452946;/coach/452946/diego-pablo-simeone/;D. Simeone;Diego Pablo Simeone;28.04.1970;Argentina
453012;/coach/453012/sebastian-beccacece/;S. Beccacece;Sebastián Beccacece;17.12.1980;Argentina
453032;/coach/453032/yong-soo-choi/;Y. Choi;Yong-Soo Choi;10.09.1973;Korea Republic
455343;/coach/455343/slaven-bilic/;S. Biliæ;Slaven Biliæ;11.09.1968;Croatia
455344;/coach/455344/tony-mowbray/;T. Mowbray;Tony Mowbray;22.11.1963;England
455350;/coach/455350/paul-cook/;P. Cook;Paul Cook;22.02.1967;England
455353;/coach/455353/jurgen-klopp/;J. Klopp;Jürgen Klopp;16.06.1967;Germany
455355;/coach/455355/david-moyes/;D. Moyes;David Moyes;25.04.1963;Scotland
455357;/coach/455357/karl-robinson/;K. Robinson;Karl Robinson;13.09.1980;England
455361;/coach/455361/josep-guardiola-i-sala/;J. Guardiola i Sala;Josep Guardiola i Sala;18.01.1971;Spain
455363;/coach/455363/slavisa-jokanovic/;S. Jokanoviæ;Slaviša Jokanoviæ;16.08.1968;Serbia
455372;/coach/455372/ronald-koeman/;R. Koeman;Ronald Koeman;21.03.1963;Netherlands
455375;/coach/455375/jose-mario-felix-dos-santos-mourinho/;José Mourinho;José Mario Felix dos Santos Mourinho;26.01.1963;Portugal
455384;/coach/455384/antonio-conte/;A. Conte;Antonio Conte;31.07.1969;Italy
455387;/coach/455387/rafael-benitez-maudes/;R. Benítez Maudes;Rafael Benítez Maudes;16.04.1960;Spain
455424;/coach/455424/marco-alexandre-saraiva-da-silva/;M. Saraiva da Silva;Marco Alexandre Saraiva da Silva;12.07.1977;Portugal
455453;/coach/455453/gary-rowett/;G. Rowett;Gary Rowett;06.03.1974;England
455458;/coach/455458/mark-hughes/;M. Hughes;Mark Hughes;01.11.1963;Wales
455461;/coach/455461/sean-dyche/;S. Dyche;Sean Dyche;28.06.1971;England
455462;/coach/455462/gary-bowyer/;G. Bowyer;Gary Bowyer;26.06.1971;England
455489;/coach/455489/mark-robins/;M. Robins;Mark Robins;22.12.1969;England
455493;/coach/455493/jose-miguel-gonzalez-martin-del-campo/;J. González Martín del Campo;José Miguel González Martín del Campo;23.03.1963;Spain
455570;/coach/455570/nigel-clough/;N. Clough;Nigel Clough;19.03.1966;England
455607;/coach/455607/darren-ferguson/;D. Ferguson;Darren Ferguson;09.02.1972;Scotland
455648;/coach/455648/jose-mel-perez/;J. Mel Pérez;José Mel Pérez;28.02.1963;Spain
455672;/coach/455672/lucien-favre/;L. Favre;Lucien Favre;02.11.1957;Switzerland
455701;/coach/455701/peter-zeidler/;P. Zeidler;Peter Zeidler;08.08.1962;Germany
455705;/coach/455705/jindrich-trpisovsky/;J. Trpišovský;Jindøich Trpišovský;27.02.1976;Czech Republic
455712;/coach/455712/urs-fischer/;U. Fischer;Urs Fischer;20.02.1966;Switzerland
455728;/coach/455728/gustavo-julio-alfaro/;G. Alfaro;Gustavo Julio Alfaro;14.08.1962;Argentina
455743;/coach/455743/jose-luis-sierra-pando/;J. Sierra Pando;José Luis Sierra Pando;05.12.1968;Chile
455745;/coach/455745/jorge-guillermo-almada-alves/;J. Almada Álves;Jorge Guillermo Almada Álves;18.06.1969;Uruguay
455788;/coach/455788/victor-sanchez-del-amo/;V. Sánchez del Amo;Víctor Sánchez del Amo;23.02.1976;Spain
455793;/coach/455793/ronny-deila/;R. Deila;Ronny Deila;21.09.1975;Norway
455800;/coach/455800/carlo-ancelotti/;C. Ancelotti;Carlo Ancelotti;10.06.1959;Italy
455809;/coach/455809/diego-vicente-aguirre-camblor/;D. Aguirre Camblor;Diego Vicente Aguirre Camblor;13.09.1965;Uruguay
455815;/coach/455815/olivier-pantaloni/;O. Pantaloni;Olivier Pantaloni;13.12.1966;France
455821;/coach/455821/enrique-sanchez-flores/;E. Sánchez Flores;Enrique Sánchez Flores;05.02.1965;Spain
455827;/coach/455827/stephane-le-mignan/;S. Le Mignan;Stéphane Le Mignan;04.06.1974;France
455831;/coach/455831/viktor-goncharenko/;V. Goncharenko;Viktor Goncharenko;10.06.1977;Belarus
455836;/coach/455836/senol-gunes/;ª. Güneº;ªenol Güneº;01.06.1952;Turkey
455848;/coach/455848/marco-baroni/;M. Baroni;Marco Baroni;11.09.1963;Italy
455860;/coach/455860/gregg-berhalter/;G. Berhalter;Gregg Berhalter;01.08.1973;United States
455898;/coach/455898/guillermo-barros-schelotto/;G. Barros Schelotto;Guillermo Barros Schelotto;04.05.1973;Argentina
455907;/coach/455907/unai-emery-etxegoien/;U. Emery;Unai Emery Etxegoien;03.11.1971;Spain
455925;/coach/455925/rene-hake/;R. Hake;René Hake;01.01.1970;Netherlands
455926;/coach/455926/maurizio-sarri/;M. Sarri;Maurizio Sarri;10.01.1959;Italy
455928;/coach/455928/jean-louis-gasset/;J. Gasset;Jean-Louis Gasset;09.12.1953;France
455931;/coach/455931/rui-carlos-pinho-da-vitoria/;R. Pinho da Vitória;Rui Carlos Pinho da Vitória;16.04.1970;Portugal
455941;/coach/455941/lars-roar-bohinen/;L. Bohinen;Lars Roar Bohinen;08.09.1969;Norway
455944;/coach/455944/luis-miguel-ramis-monfort/;L. Ramis Monfort;Luis Miguel Ramis Monfort;25.07.1970;Spain
455945;/coach/455945/paulo-alexandre-rodrigues-fonseca/;P. Rodrigues Fonseca;Paulo Alexandre Rodrigues Fonseca;05.03.1973;Portugal
455957;/coach/455957/massimiliano-allegri/;M. Allegri;Massimiliano Allegri;11.08.1967;Italy
455958;/coach/455958/peter-bosz/;P. Bosz;Peter Bosz;21.11.1963;Netherlands
455975;/coach/455975/mesut-bakkal/;M. Bakkal;Mesut Bakkal;19.03.1964;Turkey
455978;/coach/455978/adolf-hutter/;A. Hütter;Adolf Hütter;11.02.1970;Austria
455991;/coach/455991/nuno-herlander-simoes-espirito-santo/;N. Sim?es Espírito Santo;Nuno Herlander Sim?es Espírito Santo;25.01.1974;Portugal
456014;/coach/456014/jorge-luis-sampaoli-moya/;J. Sampaoli Moya;Jorge Luis Sampaoli Moya;13.03.1960;Argentina
456022;/coach/456022/thierry-laurey/;T. Laurey;Thierry Laurey;17.02.1964;France
456033;/coach/456033/augusto-sergio-ferreira/;A. Ferreira;Augusto Sérgio Ferreira;07.09.1965;Brazil
456038;/coach/456038/gian-piero-gasperini/;G. Gasperini;Gian Piero Gasperini;26.01.1958;Italy
456040;/coach/456040/vagner-carmo-mancini/;V. Carmo Mancini;Vágner Carmo Mancini;24.10.1966;Brazil
456080;/coach/456080/joseba-imanol-idiakez-barkaiztegui/;J. Idiakez Barkaiztegui;Joseba Imanol Idiakez Barkaiztegui;14.03.1972;Spain
456085;/coach/456085/michael-oenning/;M. Oenning;Michael Oenning;27.09.1965;Germany
456113;/coach/456113/erik-ten-hag/;E. ten Hag;Erik ten Hag;02.02.1970;Netherlands
456140;/coach/456140/hector-fernando-marecos-silvera/;H. Marecos Silvera;Héctor Fernando Marecos Silvera;04.01.1979;Paraguay
456153;/coach/456153/stephane-moulin/;S. Moulin;Stéphane Moulin;04.08.1967;France
456159;/coach/456159/jim-bentley/;J. Bentley;Jim Bentley;11.06.1976;England
456170;/coach/456170/kazimierz-moskal/;K. Moskal;Kazimierz Moskal;09.01.1967;Poland
456247;/coach/456247/christophe-pelissier/;C. Pélissier;Christophe Pélissier;05.10.1965;France
456258;/coach/456258/asier-garitano-aguirrezabal/;A. Garitano Aguirrezábal;Asier Garitano Aguirrezábal;06.12.1969;Spain
456268;/coach/456268/christian-michelsen/;C. Michelsen;Christian Michelsen;14.03.1973;Norway
456309;/coach/456309/julio-cesar-falcioni/;J. Falcioni;Julio César Falcioni;20.07.1956;Argentina
456391;/coach/456391/alex-pastoor/;A. Pastoor;Alex Pastoor;26.10.1966;Netherlands
456409;/coach/456409/luis-miguel-carrion-delgado/;L. Carrión Delgado;Luis Miguel Carrión Delgado;07.02.1979;Spain
456414;/coach/456414/dag-eilev-akkerhaugen-fagermo/;D. Fagermo;Dag-Eilev Akkerhaugen Fagermo;18.01.1967;Norway
456423;/coach/456423/jagoba-arrasate-elustondo/;J. Arrasate;Jagoba Arrasate Elustondo;22.04.1978;Spain
456450;/coach/456450/michael-kollner/;M. Köllner;Michael Köllner;29.12.1969;Germany
456463;/coach/456463/ollie-horgan/;O. Horgan;Ollie Horgan;;Republic of Ireland
456483;/coach/456483/olivier-frapolli/;O. Frapolli;Olivier Frapolli;27.09.1971;France
456524;/coach/456524/svein-maalen/;S. Maalen;Svein Maalen;;Norway
456549;/coach/456549/valdas-dambrauskas/;V. Dambrauskas;Valdas Dambrauskas;07.01.1977;Lithuania
456552;/coach/456552/alfredo-aglietti/;A. Aglietti;Alfredo Aglietti;16.09.1970;Italy
456555;/coach/456555/ron-jans/;R. Jans;Ron Jans;29.09.1958;Netherlands
456580;/coach/456580/cosmin-marius-contra/;C. Contra;Cosmin Marius Contra;15.12.1975;Romania
456588;/coach/456588/jose-ricardo-mannarino/;J. Mannarino;Jose Ricardo Mannarino;05.06.1971;Brazil
456603;/coach/456603/michel-der-zakarian/;M. Der Zakarian;Michel Der Zakarian;18.02.1963;Armenia
456625;/coach/456625/jurgen-streppel/;J. Streppel;Jurgen Streppel;25.06.1969;Netherlands
456646;/coach/456646/julio-velazquez-santiago/;J. Velázquez Santiago;Julio Velázquez Santiago;05.10.1981;Spain
456647;/coach/456647/jacek-zielinski/;J. Zielinski;Jacek Zielinski;22.03.1961;Poland
456648;/coach/456648/kemal-ozdes/;K. Özdeº;Kemal Özdeº;10.05.1970;Turkey
456650;/coach/456650/henk-de-jong/;H. de Jong;Henk de Jong;27.08.1964;Netherlands
456665;/coach/456665/marius-ninel-sumudica/;M. ªumudicã;Marius Ninel ªumudicã;04.03.1971;Romania
456680;/coach/456680/igor-jovicevic/;I. Jovièeviæ;Igor Jovièeviæ;30.11.1973;Croatia
456904;/coach/456904/leszek-ojrzynski/;L. Ojrzynski;Leszek Ojrzynski;31.05.1972;Poland
456984;/coach/456984/piotr-stokowiec/;P. Stokowiec;Piotr Stokowiec;25.05.1972;Poland
456991;/coach/456991/didier-santini/;D. Santini;Didier Santini;07.09.1968;France
457036;/coach/457036/marco-rossi/;M. Rossi;Marco Rossi;09.09.1964;Italy
457107;/coach/457107/jimmy-thelin/;J. Thelin;Jimmy Thelin;14.03.1978;Sweden
457206;/coach/457206/alain-pochat/;A. Pochat;Alain Pochat;01.08.1967;France
457354;/coach/457354/tatsuma-yoshida/;T. Yoshida;Tatsuma Yoshida;09.06.1974;Japan
457649;/coach/457649/thomas-thomasberg/;T. Thomasberg;Thomas Thomasberg;15.10.1974;Denmark
457779;/coach/457779/kent-nielsen/;K. Nielsen;Kent Nielsen;28.12.1961;Denmark
457906;/coach/457906/albert-cartier/;A. Cartier;Albert Cartier;22.11.1960;France
458184;/coach/458184/marco-wildersinn/;M. Wildersinn;Marco Wildersinn;29.09.1980;Germany
458446;/coach/458446/jakob-michelsen/;J. Michelsen;Jakob Michelsen;30.09.1980;Denmark
458500;/coach/458500/maurice-steijn/;M. Steijn;Maurice Steijn;20.11.1973;Netherlands
458506;/coach/458506/kasper-hjulmand/;K. Hjulmand;Kasper Hjulmand;09.04.1972;Denmark
458508;/coach/458508/stanley-purl-menzo/;S. Menzo;Stanley Purl Menzo;15.10.1963;Netherlands
458509;/coach/458509/robert-molenaar/;R. Molenaar;Robert Molenaar;27.02.1969;Netherlands
458512;/coach/458512/jose-manuel-martins-teixeira-gomes/;J. Martins Teixeira Gomes;José Manuel Martins Teixeira Gomes;28.08.1970;Portugal
458533;/coach/458533/arne-sandsto/;A. Sandst?;Arne Sandst?;21.10.1966;Norway
458536;/coach/458536/lars-arne-nilsen/;L. Nilsen;Lars Arne Nilsen;06.04.1964;Norway
458537;/coach/458537/dick-lukkien/;D. Lukkien;Dick Lukkien;28.03.1972;Netherlands
458543;/coach/458543/miroslav-koubek/;M. Koubek;Miroslav Koubek;01.09.1951;Czech Republic
458545;/coach/458545/razvan-lucescu/;R. Lucescu;Rãzvan Lucescu;17.02.1969;Romania
458558;/coach/458558/patrice-carteron/;P. Carteron;Patrice Carteron;30.07.1970;France
458563;/coach/458563/czeslaw-michniewicz/;C. Michniewicz;Czes³aw Michniewicz;12.02.1970;Poland
458577;/coach/458577/juan-jose-ribera/;J. Ribera;Juan José Ribera;11.10.1980;Chile
458610;/coach/458610/sandro-schwarz/;S. Schwarz;Sandro Schwarz;17.10.1978;Germany
458614;/coach/458614/andre-breitenreiter/;A. Breitenreiter;André Breitenreiter;02.10.1973;Germany
458625;/coach/458625/steve-komphela/;S. Komphela;Steve Komphela;24.03.1967;South Africa
458681;/coach/458681/geir-bakke/;G. Bakke;Geir Bakke;23.10.1969;Norway
458688;/coach/458688/ian-burchnall/;I. Burchnall;Ian Burchnall;11.02.1983;England
458689;/coach/458689/marco-schallibaum/;M. Schallibaum;Marco Schallibaum;04.06.1962;Switzerland
458706;/coach/458706/maurizio-jacobacci/;M. Jacobacci;Maurizio Jacobacci;11.01.1963;Italy
458730;/coach/458730/kim-bergstrand/;K. Bergstrand;Kim Bergstrand;18.04.1968;Sweden
458740;/coach/458740/shuhei-yomoda/;S. Yomoda;Shuhei Yomoda;;Japan
458754;/coach/458754/antonio-carlos-zago/;A. Zago;Antônio Carlos Zago;18.05.1969;Brazil
458783;/coach/458783/eusebio-di-francesco/;E. Di Francesco;Eusebio Di Francesco;08.09.1969;Italy
458791;/coach/458791/mario-alfredo-salas-saieg/;M. Salas Saieg;Mario Alfredo Salas Saieg;11.10.1967;Chile
458813;/coach/458813/julian-nagelsmann/;J. Nagelsmann;Julian Nagelsmann;23.07.1987;Germany
458889;/coach/458889/jerzy-brzeczek/;J. Brzêczek;Jerzy Brzêczek;18.03.1971;Poland
458915;/coach/458915/marcin-kaczmarek/;M. Kaczmarek;Marcin Kaczmarek;02.01.1974;Poland
458978;/coach/458978/frank-schmidt/;F. Schmidt;Frank Schmidt;03.01.1974;Germany
458991;/coach/458991/jair-zaksauskas-ribeiro-ventura/;J. Ribeiro Ventura;Jair Zaksauskas Ribeiro Ventura;19.03.1979;Brazil
459010;/coach/459010/joe-enochs/;J. Enochs;Joe Enochs;01.09.1971;United States
459045;/coach/459045/glen-riddersholm/;G. Riddersholm;Glen Riddersholm;26.04.1972;Denmark
459054;/coach/459054/antoine-kombouare/;A. Kombouare;Antoine Kombouare;16.11.1963;France
459064;/coach/459064/renato-portaluppi/;R. Portaluppi;Renato Portaluppi;09.09.1962;Brazil
459075;/coach/459075/jeff-saibene/;J. Saibene;Jeff Saibene;13.09.1968;Luxembourg
