player_id;player_url;fifa_version;fifa_update;update_as_of;short_name;long_name;player_positions;overall;potential;value_eur;wage_eur;age;dob;height_cm;weight_kg;club_team_id;club_name;league_id;league_name;league_level;club_position;club_jersey_number;club_loaned_from;club_joined_date;club_contract_valid_until_year;nationality_id;nationality_name;nation_team_id;nation_position;nation_jersey_number;preferred_foot;weak_foot;skill_moves;international_reputation;work_rate;body_type;real_face;release_clause_eur;player_tags;player_traits;pace;shooting;passing;dribbling;defending;physic;attacking_crossing;attacking_finishing;attacking_heading_accuracy;attacking_short_passing;attacking_volleys;skill_dribbling;skill_curve;skill_fk_accuracy;skill_long_passing;skill_ball_control;movement_acceleration;movement_sprint_speed;movement_agility;movement_reactions;movement_balance;power_shot_power;power_jumping;power_stamina;power_strength;power_long_shots;mentality_aggression;mentality_interceptions;mentality_positioning;mentality_vision;mentality_penalties;mentality_composure;defending_marking_awareness;defending_standing_tackle;defending_sliding_tackle;goalkeeping_diving;goalkeeping_handling;goalkeeping_kicking;goalkeeping_positioning;goalkeeping_reflexes;goalkeeping_speed;ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
243245;/player/243245/orkun-kokcu/240002;24.0;2.0;22.09.2023;O. Kökçü;Orkun Kökçü;CM, CAM;82;86;44000000.0;18000.0;22;29.12.2000;175;68;234;Benfica;308.0;Liga Portugal;1;LCM;10;;01.07.2023;2028;48;Turkey;;;;Right;5;3;2;Medium/Medium;Normal (170-185);No;91300000;;Finesse Shot, Power Shot, Dead Ball, Pinged Pass, Trivela;72;76;83;80;69;79;78;72;41;84;72;78;82;82;85;85;75;69;78;74;80;78;66;88;73;84;85;74;77;84;78;78;70;73;69;9;6;10;6;12;;73+2;73+2;73+2;78;78;78;78;78;80+2;80+2;80+2;79+2;82+2;82+2;82+2;79+2;77+2;79+2;79+2;79+2;77+2;74+2;71+2;71+2;71+2;74+2;16+2
243580;/player/243580/lois-openda/240002;24.0;2.0;22.09.2023;L. Openda;Ikoma Lo?s Openda;ST;82;86;44000000.0;65000.0;23;16.02.2000;177;79;112172;RB Leipzig;19.0;Bundesliga;1;RS;17;;14.07.2023;2028;7;Belgium;1325;SUB;17;Right;4;3;2;High/Medium;Normal (170-185);No;78100000;#Speedster;Finesse Shot, Rapid, Quick Step, Trivela;93;79;68;80;31;78;69;83;79;75;69;80;59;48;59;80;94;93;82;83;84;79;93;79;78;72;74;26;84;69;75;78;29;23;19;9;8;10;8;13;;82+2;82+2;82+2;80;81;81;81;80;78+2;78+2;78+2;79+2;70+2;70+2;70+2;79+2;58+2;54+2;54+2;54+2;58+2;55+2;50+2;50+2;50+2;55+2;18+2
226268;/player/226268/federico-dimarco/240002;24.0;2.0;22.09.2023;F. Dimarco;Federico Dimarco;LWB, LM, CB;82;85;37000000.0;82000.0;25;10.11.1997;175;75;44;Inter;31.0;Serie A;1;LM;32;;01.07.2018;2026;27;Italy;1343;LB;3;Left;2;3;2;High/Medium;Normal (170-185);No;65700000;;Whipped Cross;79;71;80;79;74;71;85;69;49;80;77;78;82;79;78;84;81;77;74;81;84;69;69;84;65;76;68;80;81;77;66;69;77;76;76;9;8;12;7;7;;73+2;73+2;73+2;79;78;78;78;79;79+2;79+2;79+2;80+2;80+2;80+2;80+2;80+2;80+2;78+2;78+2;78+2;80+2;78+2;73+2;73+2;73+2;78+2;16+2
227535;/player/227535/rodrigo-bentancur/240002;24.0;2.0;22.09.2023;R. Bentancur;Rodrigo Bentancur Colmán;CM, CDM;82;85;39500000.0;100000.0;26;25.06.1997;187;73;18;Tottenham Hotspur;13.0;Premier League;1;SUB;30;;31.01.2022;2026;60;Uruguay;;;;Right;4;4;2;Medium/High;Lean (185+);Yes;78000000;;First Touch, Relentless;70;67;81;83;79;77;76;66;65;85;71;85;71;68;83;85;70;70;70;79;76;69;74;86;72;65;78;82;72;83;67;86;79;83;78;8;7;14;14;12;;73+2;73+2;73+2;77;77;77;77;77;79+2;79+2;79+2;79+2;82+2;82+2;82+2;79+2;80+2;82+2;82+2;82+2;80+2;79+2;78+2;78+2;78+2;79+2;18+2
236401;/player/236401/noussair-mazraoui/240002;24.0;2.0;22.09.2023;N. Mazraoui;Noussair Mazraoui;RB;82;85;37000000.0;65000.0;25;14.11.1997;183;65;21;FC Bayern München;19.0;Bundesliga;1;RB;40;;01.07.2022;2026;129;Morocco;111111;LB;3;Right;3;3;2;High/Low;Lean (170-185);Yes;63800000;;Jockey, Slide Tackle, Technical, Flair;79;66;77;83;77;74;79;69;65;83;56;83;69;42;76;84;83;75;86;79;70;68;78;85;70;61;69;81;80;77;44;79;76;78;83;12;7;13;12;12;;74+2;74+2;74+2;79;78;78;78;79;79+2;79+2;79+2;80+2;80+2;80+2;80+2;80+2;81+2;79+2;79+2;79+2;81+2;80+2;76+2;76+2;76+2;80+2;18+2
240091;/player/240091/guglielmo-vicario/240002;24.0;2.0;22.09.2023;G. Vicario;Guglielmo Vicario;GK;82;85;30500000.0;76000.0;26;07.10.1996;188;76;18;Tottenham Hotspur;13.0;Premier League;1;GK;13;;01.07.2023;2028;27;Italy;1343;SUB;12;Right;1;1;2;Medium/Medium;Lean (185+);No;60200000;;Footwork;;;;;;;11;6;11;27;7;12;14;10;27;14;34;35;40;64;33;59;57;18;53;5;17;15;8;69;13;55;23;11;13;83;81;79;83;85;34;24+2;24+2;24+2;23;26;26;26;23;28+2;28+2;28+2;25+2;28+2;28+2;28+2;25+2;22+2;25+2;25+2;25+2;22+2;22+2;23+2;23+2;23+2;22+2;81+2
240950;/player/240950/pedro-antonio-pereira-goncalves/240002;24.0;2.0;22.09.2023;Pedro Gonçalves;Pedro António Pereira Gonçalves;LW, RW, CM;82;85;40500000.0;22000.0;25;28.06.1998;173;77;237;Sporting CP;308.0;Liga Portugal;1;LW;8;;18.08.2020;2027;38;Portugal;;;;Right;4;4;1;High/Medium;Normal (170-185);Yes;84000000;;Finesse Shot, Dead Ball, Pinged Pass, Tiki Taka, Whipped Cross, Technical, Flair;76;82;81;84;58;66;79;84;40;83;79;83;79;72;78;84;77;76;83;84;87;78;61;84;58;79;64;69;84;86;83;86;57;61;48;15;11;15;7;8;;77+2;77+2;77+2;82;82;82;82;82;83+2;83+2;83+2;82+2;81+2;81+2;81+2;82+2;73+2;72+2;72+2;72+2;73+2;69+2;61+2;61+2;61+2;69+2;19+2
244369;/player/244369/viktor-tsygankov/240002;24.0;2.0;22.09.2023;V. Tsygankov;Viktor Tsygankov;RM, CM, CAM;82;85;40500000.0;37000.0;25;15.11.1997;178;72;110062;Girona;53.0;La Liga;1;RM;8;;17.01.2023;2027;49;Ukraine;1366;LM;15;Left;4;4;2;High/Medium;Lean (170-185);Yes;88100000;;Technical, Flair, Quick Step;85;78;79;81;46;61;79;82;45;80;69;82;72;76;77;83;84;85;82;78;72;72;64;77;53;75;61;39;79;80;81;77;60;39;37;9;7;15;6;12;;75+2;75+2;75+2;81;80;80;80;81;81+2;81+2;81+2;81+2;76+2;76+2;76+2;81+2;66+2;63+2;63+2;63+2;66+2;62+2;53+2;53+2;53+2;62+2;16+2
246242;/player/246242/boulaye-dia/240002;24.0;2.0;22.09.2023;B. Dia;Boulaye Dia;ST, LW, CF;82;85;40500000.0;51000.0;26;16.11.1996;180;75;110373;Salernitana;31.0;Serie A;1;SUB;10;;01.07.2023;2026;136;Senegal;;;;Right;3;3;1;High/Medium;Lean (170-185);No;75900000;;;82;81;62;81;27;77;50;86;77;74;75;83;56;49;54;82;80;84;74;79;70;84;90;74;83;69;62;23;83;65;81;75;28;17;14;11;10;15;14;10;;82+2;82+2;82+2;77;80;80;80;77;77+2;77+2;77+2;75+2;68+2;68+2;68+2;75+2;53+2;51+2;51+2;51+2;53+2;49+2;47+2;47+2;47+2;49+2;19+2
204935;/player/204935/jordan-pickford/240002;24.0;2.0;22.09.2023;J. Pickford;Jordan Pickford;GK;82;84;25000000.0;45000.0;29;07.03.1994;185;77;7;Everton;13.0;Premier League;1;GK;1;;15.06.2017;2027;14;England;1318;GK;1;Left;4;1;3;Medium/Medium;Normal (185+);Yes;49400000;;Footwork;;;;;;;17;19;15;58;20;14;18;16;60;40;56;44;57;77;55;65;72;42;70;13;45;24;18;69;45;65;21;20;12;83;77;87;80;87;51;37+3;37+3;37+3;36;39;39;39;36;43+3;43+3;43+3;40+3;46+3;46+3;46+3;40+3;34+3;42+3;42+3;42+3;34+3;33+3;34+3;34+3;34+3;33+3;81+3
216393;/player/216393/youri-tielemans/240002;24.0;2.0;22.09.2023;Y. Tielemans;Youri Tielemans;CM, CDM;82;84;37500000.0;100000.0;26;07.05.1997;176;72;2;Aston Villa;13.0;Premier League;1;SUB;8;;01.07.2023;2027;7;Belgium;1325;LDM;28;Right;5;4;2;Medium/Medium;Normal (170-185);Yes;74100000;#Playmaker ;Power Shot, Pinged Pass, Incisive Pass, Long Ball Pass;50;79;85;79;69;69;80;74;65;88;79;78;83;78;86;84;55;46;62;80;75;86;66;82;65;86;64;68;76;86;75;85;68;71;67;6;8;10;14;12;;75+2;75+2;75+2;76;78;78;78;76;80+2;80+2;80+2;77+2;82+2;82+2;82+2;77+2;74+2;77+2;77+2;77+2;74+2;72+2;69+2;69+2;69+2;72+2;18+2
223197;/player/223197/enes-unal/240002;24.0;2.0;22.09.2023;E. Ünal;Enes Ünal;ST;82;84;38000000.0;44000.0;26;10.05.1997;187;78;1860;Getafe;53.0;La Liga;1;ST;10;;12.08.2020;2025;48;Turkey;;;;Right;4;3;2;High/Medium;Lean (185+);Yes;82700000;#Clinical finisher;Finesse Shot, Power Shot, Dead Ball, Aerial;72;84;70;82;40;80;60;87;81;78;82;83;74;78;62;82;73;72;81;80;73;83;89;78;83;82;75;29;80;70;84;76;34;43;34;8;14;8;13;13;;82+2;82+2;82+2;78;80;80;80;78;78+2;78+2;78+2;76+2;72+2;72+2;72+2;76+2;59+2;59+2;59+2;59+2;59+2;57+2;56+2;56+2;56+2;57+2;19+2
223959;/player/223959/lucas-torreira/240002;24.0;2.0;22.09.2023;L. Torreira;Lucas Torreira Di Pascua;CDM, CM;82;84;33000000.0;53000.0;27;11.02.1996;166;60;325;Galatasaray;68.0;Super Lig;1;RCM;34;;08.08.2022;2026;60;Uruguay;;;;Right;3;3;3;Medium/High;Normal (170-);Yes;65200000;#Acrobat;Tiki Taka, Intercept, Anticipate, Slide Tackle, Relentless;76;70;77;80;79;78;71;68;59;82;65;77;70;72;76;80;80;72;87;84;90;80;74;92;68;71;87;82;68;78;48;82;83;81;79;5;5;13;7;9;;73+3;73+3;73+3;76;76;76;76;76;77+3;77+3;77+3;77+3;79+3;79+3;79+3;77+3;80+3;81+3;81+3;81+3;80+3;80+3;78+3;78+3;78+3;80+3;15+3
225850;/player/225850/presnel-kimpembe/240002;24.0;2.0;22.09.2023;P. Kimpembe;Presnel Kimpembe;CB;82;84;32500000.0;88000.0;27;13.08.1995;189;80;73;Paris Saint Germain;16.0;Ligue 1;1;SUB;3;;01.07.2015;2024;18;France;;;;Left;3;2;3;Medium/High;Normal (185+);Yes;62600000;;Block +, Intercept, Aerial;79;43;68;69;81;86;59;33;80;79;33;63;50;32;75;78;78;79;68;80;59;70;92;79;87;37;90;81;47;64;52;79;80;83;82;7;8;14;15;9;;63+3;63+3;63+3;64;64;64;64;64;66+3;66+3;66+3;68+3;71+3;71+3;71+3;68+3;77+3;80+3;80+3;80+3;77+3;78+3;82+2;82+2;82+2;78+3;18+3
230938;/player/230938/franck-yannick-kessie/240002;24.0;2.0;22.09.2023;F. Kessié;Franck Yannick Kessié;CDM, CM;82;84;34000000.0;46000.0;26;19.12.1996;183;74;112387;Al Ahli Jeddah;350.0;Pro League;1;LDM;79;;09.08.2023;2026;108;Côte d'Ivoire;;;;Right;4;3;3;High/High;Normal (170-185);Yes;60400000;#Engine;Power Shot, Relentless;79;76;74;79;81;87;66;73;68;81;60;78;61;54;75;82;77;80;70;79;77;84;85;93;87;78;82;82;76;76;88;83;83;82;78;9;11;12;12;10;;77+3;77+3;77+3;77;78;78;78;77;78+3;78+3;78+3;78+3;80+3;80+3;80+3;78+3;80+3;81+3;81+3;81+3;80+3;80+3;81+3;81+3;81+3;80+3;18+3
231447;/player/231447/donyell-malen/240002;24.0;2.0;22.09.2023;D. Malen;Donyell Malen;RM, ST;82;84;39500000.0;52000.0;24;19.01.1999;178;77;22;Borussia Dortmund;19.0;Bundesliga;1;RM;21;;27.07.2021;2026;34;Netherlands;105035;SUB;18;Right;4;4;2;High/Medium;Unique;Yes;70100000;#Dribbler, #Acrobat;Technical, Flair, First Touch, Trickster, Quick Step, Trivela;89;80;73;85;35;73;74;82;67;79;76;86;76;61;58;85;91;87;87;81;86;86;83;76;73;72;65;31;80;74;74;79;29;33;35;7;9;9;10;14;;81+2;81+2;81+2;82;82;82;82;82;80+2;80+2;80+2;81+2;72+2;72+2;72+2;81+2;62+2;57+2;57+2;57+2;62+2;59+2;51+2;51+2;51+2;59+2;18+2
239837;/player/239837/alexis-mac-allister/240002;24.0;2.0;22.09.2023;A. Mac Allister;Alexis Mac Allister;CM, CAM, CDM;82;84;39500000.0;110000.0;24;24.12.1998;176;72;9;Liverpool;13.0;Premier League;1;LCM;10;;14.06.2023;2028;52;Argentina;1369;LCM;20;Right;3;3;3;Medium/Medium;Normal (170-185);Yes;76000000;;Dead Ball, Pinged Pass, Incisive Pass;70;79;82;82;70;72;79;79;61;84;74;84;83;82;81;83;73;67;76;82;76;78;73;86;69;82;64;66;79;84;81;83;73;73;65;7;10;14;15;10;;77+3;77+3;77+3;80;80;80;80;80;82+2;82+2;82+2;81+3;82+2;82+2;82+2;81+3;76+3;76+3;76+3;76+3;76+3;74+3;70+3;70+3;70+3;74+3;19+3
241671;/player/241671/dominik-livakovic/240002;24.0;2.0;22.09.2023;D. Livakoviæ;Dominik Livakoviæ;GK;82;84;26000000.0;38000.0;28;09.01.1995;187;79;326;Fenerbahçe;68.0;Super Lig;1;GK;40;;25.08.2023;2028;10;Croatia;1328;GK;1;Right;2;1;3;Medium/Medium;Normal (185+);No;51400000;;Far Throw, Footwork;;;;;;;13;12;13;50;10;19;12;11;60;28;57;54;65;82;30;53;74;32;75;9;26;21;11;60;15;64;24;20;21;80;76;71;80;89;56;33+3;33+3;33+3;34;35;35;35;34;39+3;39+3;39+3;37+3;41+3;41+3;41+3;37+3;33+3;39+3;39+3;39+3;33+3;32+3;33+3;33+3;33+3;32+3;81+3
212188;/player/212188/timo-werner/240002;24.0;2.0;22.09.2023;T. Werner;Timo Werner;ST;82;83;35500000.0;73000.0;27;06.03.1996;180;76;112172;RB Leipzig;19.0;Bundesliga;1;LS;11;;09.08.2022;2026;21;Germany;;;;Right;4;3;3;High/Medium;Unique;Yes;63000000;#Speedster;Rapid, Quick Step;91;80;70;82;35;69;69;78;75;79;82;82;70;58;55;83;93;89;79;85;76;85;84;81;64;77;63;37;86;68;78;79;39;20;24;9;9;8;15;9;;81+2;81+2;81+2;81;82;82;82;81;79+3;79+3;79+3;80+3;71+3;71+3;71+3;80+3;61+3;56+3;56+3;56+3;61+3;58+3;50+3;50+3;50+3;58+3;19+3
213565;/player/213565/thomas-lemar/240002;24.0;2.0;22.09.2023;T. Lemar;Thomas Lemar;CM, LM;82;83;35000000.0;68000.0;27;12.11.1995;171;66;240;Atlético Madrid;53.0;La Liga;1;SUB;11;;01.07.2018;2027;18;France;;;;Left;3;4;3;High/High;Lean (170-185);Yes;74400000;#Dribbler, #Acrobat;Finesse Shot, Jockey, Technical, Trivela;82;78;83;86;67;65;82;77;54;84;77;87;85;81;80;85;85;80;90;82;87;79;70;81;57;79;63;76;81;85;69;81;55;76;69;11;15;13;7;14;;77+3;77+3;77+3;83;82;82;82;83;83;83;83;83;82+1;82+1;82+1;83;78+3;76+3;76+3;76+3;78+3;76+3;68+3;68+3;68+3;76+3;20+3
223334;/player/223334/joelinton-apolinario-de-lira/240002;24.0;2.0;22.09.2023;Joelinton;Joelinton Cassio Apolinário de Lira;CM, LW;82;83;35500000.0;125000.0;26;14.08.1996;186;81;13;Newcastle United;13.0;Premier League;1;LCM;7;;23.07.2019;2024;54;Brazil;;;;Right;3;3;2;High/High;Stocky (185+);Yes;70100000;#Engine;Bruiser, Press Proven;78;71;76;82;81;88;71;73;82;83;60;84;58;38;78;85;72;82;68;83;73;81;91;88;87;61;88;83;80;83;61;82;79;83;76;9;13;8;13;13;;79+2;79+2;79+2;79;80;80;80;79;80+2;80+2;80+2;81+2;82+1;82+1;82+1;81+2;81+2;83;83;83;81+2;81+2;83;83;83;81+2;20+2
225341;/player/225341/david-garcia-zubiria/240002;24.0;2.0;22.09.2023;David García;David García Zubiría;CB;82;83;28000000.0;39000.0;29;14.02.1994;185;72;479;Osasuna;53.0;La Liga;1;LCB;5;;02.08.2013;2026;45;Spain;1362;SUB;22;Right;3;2;2;Medium/Medium;Lean (185+);Yes;60900000;;Power Header, Intercept, Slide Tackle, Aerial;59;37;66;65;83;77;61;35;85;82;37;60;40;38;72;79;58;59;45;78;57;47;83;69;79;25;82;83;51;52;44;67;82;83;84;11;16;7;7;8;;59+2;59+2;59+2;60;60;60;60;60;62+2;62+2;62+2;64+2;69+2;69+2;69+2;64+2;75+2;79+2;79+2;79+2;75+2;76+2;82+1;82+1;82+1;76+2;18+2
229237;/player/229237/manuel-akanji/240002;24.0;2.0;22.09.2023;M. Akanji;Manuel Obafemi Akanji;CB;82;83;30500000.0;130000.0;27;19.07.1995;187;91;10;Manchester City;13.0;Premier League;1;SUB;25;;01.09.2022;2027;47;Switzerland;;;;Right;4;2;2;Medium/Medium;Unique;Yes;58700000;;Slide Tackle;77;48;70;72;83;78;55;38;79;82;42;71;54;59;80;75;75;79;66;82;67;75;87;71;80;48;77;82;37;65;40;78;83;85;82;10;9;13;6;9;;63+2;63+2;63+2;65;65;65;65;65;67+2;67+2;67+2;68+2;72+2;72+2;72+2;68+2;77+2;80+2;80+2;80+2;77+2;78+2;82+1;82+1;82+1;78+2;17+2
229668;/player/229668/mario-hermoso-canseco/240002;24.0;2.0;22.09.2023;Mario Hermoso;Mario Hermoso Canseco;CB;82;83;29000000.0;65000.0;28;18.06.1995;184;76;240;Atlético Madrid;53.0;La Liga;1;LCB;22;;18.07.2019;2024;45;Spain;;;;Left;3;2;1;Medium/High;Normal (170-185);Yes;61600000;;Long Ball Pass, Block, Slide Tackle, Aerial;75;49;74;71;82;79;71;42;83;81;41;67;68;55;80;76;71;78;70;80;61;66;88;73;80;47;84;81;63;66;45;77;81;83;82;13;8;10;5;8;;66+2;66+2;66+2;68;68;68;68;68;69+2;69+2;69+2;71+2;74+2;74+2;74+2;71+2;78+2;80+2;80+2;80+2;78+2;79+2;82+1;82+1;82+1;79+2;16+2
235410;/player/235410/youssef-en-nesyri/240002;24.0;2.0;22.09.2023;Y. En-Nesyri;Youssef En-Nesyri;ST;82;83;36500000.0;42000.0;26;01.06.1997;188;78;481;Sevilla;53.0;La Liga;1;ST;15;;16.01.2020;2025;129;Morocco;111111;ST;19;Left;3;3;3;High/High;Lean (185+);Yes;79400000;;Power Header, Rapid, Quick Step, Relentless, Aerial;81;82;63;76;36;79;51;84;88;77;77;78;63;56;58;81;80;81;67;82;39;83;92;83;77;77;76;33;85;56;73;75;27;31;27;13;9;14;9;13;;82+1;82+1;82+1;76;79;79;79;76;76+3;76+3;76+3;75+3;69+3;69+3;69+3;75+3;58+3;57+3;57+3;57+3;58+3;55+3;53+3;53+3;53+3;55+3;19+3
173608;/player/173608/jose-luis-mato-sanmartin/240002;24.0;2.0;22.09.2023;Joselu;José Luis Mato Sanmartín;ST;82;82;19500000.0;19000.0;33;27.03.1990;192;80;243;Real Madrid;53.0;La Liga;1;LS;14;Espanyol;;2024;45;Spain;1362;SUB;12;Right;3;3;3;High/Medium;Lean (185+);Yes;;#Aerial threat;Power Header +, Power Shot, Aerial;63;84;69;74;33;77;58;87;90;78;75;75;73;65;60;83;64;62;63;80;34;84;89;68;85;79;67;30;85;73;87;74;26;28;20;11;11;8;15;7;;82;82;82;75;79;79;79;75;77+3;77+3;77+3;74+3;71+3;71+3;71+3;74+3;54+3;55+3;55+3;55+3;54+3;51+3;52+3;52+3;52+3;51+3;18+3
178509;/player/178509/olivier-giroud/240002;24.0;2.0;22.09.2023;O. Giroud;Olivier Giroud;ST;82;82;10500000.0;66000.0;36;30.09.1986;193;91;47;Milan;31.0;Serie A;1;ST;9;;17.07.2021;2024;18;France;1335;ST;9;Left;3;3;3;Medium/Medium;Normal (185+);Yes;17900000;#Poacher, #Strength, #Complete forward;Acrobatic +, Power Header, Trivela, Aerial;43;83;74;74;42;80;64;87;89;82;86;69;71;65;64;86;38;47;55;86;53;86;82;61;90;69;76;42;88;78;88;85;37;37;20;12;15;11;6;5;;81+1;81+1;81+1;73;78;78;78;73;77+3;77+3;77+3;72+3;74+3;74+3;74+3;72+3;56+3;61+3;61+3;61+3;56+3;53+3;57+3;57+3;57+3;53+3;18+3
184134;/player/184134/fernando-reges-mouta/240002;24.0;2.0;22.09.2023;Fernando;Fernando Francisco Reges;CDM, CB;82;82;8500000.0;25000.0;35;25.07.1987;183;76;481;Sevilla;53.0;La Liga;1;SUB;20;;12.07.2019;2024;54;Brazil;;;;Right;3;3;2;Medium/Medium;Lean (170-185);Yes;17900000;;Intercept, Slide Tackle;63;62;74;73;82;81;62;54;74;81;56;70;65;53;80;78;60;66;69;82;62;76;80;80;81;68;84;83;62;78;54;77;83;83;83;7;5;9;3;5;;69+2;69+2;69+2;69;71;71;71;69;73+2;73+2;73+2;71+2;77+2;77+2;77+2;71+2;77+2;81+1;81+1;81+1;77+2;78+2;81+1;81+1;81+1;78+2;14+2
192318;/player/192318/mario-gotze/240002;24.0;2.0;22.09.2023;M. Götze;Mario Götze;CAM, CF, LM;82;82;25000000.0;53000.0;31;03.06.1992;176;72;1824;Eintracht Frankfurt;19.0;Bundesliga;1;RF;27;;01.07.2022;2025;21;Germany;;;;Right;4;4;4;Medium/Medium;Normal (170-185);Yes;42500000;#Playmaker ;Finesse Shot, Pinged Pass, Tiki Taka, Technical, Flair, First Touch;63;75;83;85;55;71;80;75;47;87;84;84;81;72;81;90;68;58;78;81;83;75;63;91;67;68;59;65;81;86;78;87;64;42;53;14;7;12;6;10;;75+3;75+3;75+3;80;80;80;80;80;82;82;82;81+1;81+1;81+1;81+1;81+1;72+3;72+3;72+3;72+3;72+3;68+3;60+3;60+3;60+3;68+3;17+3
192366;/player/192366/nicolas-otamendi/240002;24.0;2.0;22.09.2023;N. Otamendi;Nicolás Hernán Gonzalo Otamendi;CB;82;82;8000000.0;14000.0;35;12.02.1988;183;78;234;Benfica;308.0;Liga Portugal;1;LCB;30;;29.09.2020;2025;52;Argentina;1369;LCB;19;Right;3;2;3;Medium/High;Normal (170-185);Yes;16000000;;Power Header, Jockey, Intercept, Slide Tackle, Bruiser, Aerial;64;57;64;59;83;85;52;54;79;74;57;51;50;39;72;66;63;65;58;81;58;69;91;83;83;56;90;84;48;62;45;79;84;84;80;12;5;8;11;12;;64+3;64+3;64+3;60;62;62;62;60;63+3;63+3;63+3;63+3;69+3;69+3;69+3;63+3;74+3;79+3;79+3;79+3;74+3;76+3;82;82;82;76+3;18+3
196978;/player/196978/callum-wilson/240002;24.0;2.0;22.09.2023;C. Wilson;Callum Wilson;ST;82;82;25500000.0;135000.0;31;27.02.1992;180;66;13;Newcastle United;13.0;Premier League;1;SUB;9;;07.09.2020;2024;14;England;1318;RES;25;Right;3;3;2;High/Medium;Normal (170-185);Yes;48500000;;;80;82;67;79;42;76;61;86;79;73;78;77;63;52;62;82;78;82;75;85;72;80;87;73;77;74;74;40;87;70;85;80;39;40;27;10;15;8;10;6;;82;82;82;78;80;80;80;78;78+2;78+2;78+2;76+2;72+2;72+2;72+2;76+2;60+2;60+2;60+2;60+2;60+2;58+2;56+2;56+2;56+2;58+2;18+2
198176;/player/198176/stefan-de-vrij/240002;24.0;2.0;22.09.2023;S. de Vrij;Stefan de Vrij;CB;82;82;21000000.0;86000.0;31;05.02.1992;189;78;44;Inter;31.0;Serie A;1;CB;6;;01.07.2018;2025;34;Netherlands;105035;SUB;6;Right;3;2;3;Medium/High;Unique;Yes;35700000;#Tactician ;Long Ball Pass, Intercept, Aerial;64;41;64;69;84;76;49;25;81;74;27;66;45;36;71;72;66;62;61;82;59;65;84;71;78;60;77;87;31;70;41;85;84;85;82;8;10;7;14;13;;57+3;57+3;57+3;60;60;60;60;60;63+3;63+3;63+3;62+3;70+3;70+3;70+3;62+3;74+3;78+3;78+3;78+3;74+3;76+3;81+1;81+1;81+1;76+3;19+3
199434;/player/199434/dusan-tadic/240002;24.0;2.0;22.09.2023;D. Tadiæ;Dušan Tadiæ;LW, CF, RW;82;82;14500000.0;52000.0;34;20.11.1988;181;76;326;Fenerbahçe;68.0;Super Lig;1;LW;10;;16.07.2023;2025;51;Serbia;;;;Left;3;4;3;Medium/Medium;Unique;Yes;27600000;#Crosser;Chip Shot, Flair, First Touch, Press Proven, Trivela;64;80;85;83;43;76;86;82;66;85;80;83;85;79;80;86;65;63;71;82;82;76;76;86;79;77;56;41;84;88;84;86;51;34;26;11;11;14;9;16;;79+3;79+3;79+3;81;81;81;81;81;82;82;82;82;79+3;79+3;79+3;82;65+3;65+3;65+3;65+3;65+3;60+3;55+3;55+3;55+3;60+3;20+3
199482;/player/199482/anthony-lopes/240002;24.0;2.0;22.09.2023;A. Lopes;Anthony Lopes;GK;82;82;15000000.0;37000.0;32;01.10.1990;184;81;66;Olympique Lyonnais;16.0;Ligue 1;1;GK;1;;01.07.2011;2025;38;Portugal;;;;Left;2;1;3;Medium/Medium;Normal (170-185);Yes;28500000;;;;;;;;;19;18;16;32;13;15;15;14;31;21;63;64;67;82;62;53;76;36;73;18;45;25;9;48;16;65;13;15;13;84;77;71;80;86;63;33+3;33+3;33+3;32;33;33;33;32;33+3;33+3;33+3;33+3;32+3;32+3;32+3;33+3;31+3;32+3;32+3;32+3;31+3;31+3;31+3;31+3;31+3;31+3;81+1
199503;/player/199503/granit-xhaka/240002;24.0;2.0;22.09.2023;G. Xhaka;Granit Xhaka;CM, CDM;82;82;29000000.0;68000.0;30;27.09.1992;185;82;32;Bayer 04 Leverkusen;19.0;Bundesliga;1;LCM;34;;06.07.2023;2028;47;Switzerland;;;;Left;3;3;3;Medium/Medium;Normal (185+);Yes;49300000;;Power Shot, Long Ball Pass, Slide Tackle, Bruiser;49;74;82;73;75;82;74;67;62;86;50;72;76;77;85;83;48;50;49;79;61;90;69;85;78;79;91;76;76;82;65;74;76;79;74;7;8;11;7;13;;73+3;73+3;73+3;73;75;75;75;73;76+3;76+3;76+3;75+3;81+1;81+1;81+1;75+3;76+3;81+1;81+1;81+1;76+3;74+3;76+3;76+3;76+3;74+3;17+3
201942;/player/201942/roberto-firmino-barbosa-de-oliveira/240002;24.0;2.0;22.09.2023;Roberto Firmino;Roberto Firmino Barbosa de Oliveira;CF, ST;82;82;25500000.0;55000.0;31;02.10.1991;181;76;112387;Al Ahli Jeddah;350.0;Pro League;1;ST;10;;04.07.2023;2026;54;Brazil;;;;Right;4;5;3;High/High;Unique;Yes;43400000;#Dribbler;Pinged Pass, Technical, Flair, First Touch;70;77;79;87;58;77;73;76;78;84;79;87;81;65;76;88;72;69;83;85;86;77;83;84;73;76;75;58;84;83;72;88;52;64;42;8;11;9;6;10;;80+2;80+2;80+2;81;82;82;82;81;83-1;83-1;83-1;81+1;81+1;81+1;81+1;81+1;70+3;72+3;72+3;72+3;70+3;68+3;66+3;66+3;66+3;68+3;17+3
